id,uri,prefLabel,definition
SDN:L35::MAN0090,http://vocab.nerc.ac.uk/collection/L35/current/MAN0090/,PanGeo Subsea Inc.,A Marine geophysical-geotechnical service delivery company specializing in high resolution 3D acoustic imaging solutions to mitigate risk in offshore installations by imaging and identifying geohazards in the seabed and providing detailed soil stratigraphy. PanGeo Subsea Inc. is a privately held Canadian company established in 2006.
SDN:L35::MAN0173,http://vocab.nerc.ac.uk/collection/L35/current/MAN0173/,Consilium Middle East,"Consilium Middle East is a subsidiary company of Consilium Marine AB, Sweden, established in 2000. It primarily develops products and systems for the Oil and Gas and Marine industries. Consilium also produces fire detection equipment for transport (e.g. trains) and high-value buildings such as hospitals, airports and museums."
SDN:L35::MAN0066,http://vocab.nerc.ac.uk/collection/L35/current/MAN0066/,"Hydro-Optics, Biology and Instrumentation Laboratories, Inc.","A US-based company specialised in sponsored research and instrument manufacturing. HOBI Labs' main products include spectral optical backscattering, fluorescence and attenuation sensors designed for natural water measurements, as well as hyperspectral radiometers. HOBI Labs was founded in 1997 and ceased operations in 2014; since then, a separate company called Hobi Instrument Services has been providing calibration, repair and limited sales of HOBI Labs instruments."
SDN:L35::MAN0094,http://vocab.nerc.ac.uk/collection/L35/current/MAN0094/,Geo-Resources Instruments,A manufacturer of core sampling systems based in the Netherlands.
SDN:L35::MAN0303,http://vocab.nerc.ac.uk/collection/L35/current/MAN0303/,Franatech,"A company founded in 2006 in Oslo, Norway and now headquartered in Reppenstedt, Germany. Franatech specialises in the development, production, and supply of underwater sensors for dissolved gases."
SDN:L35::MAN0097,http://vocab.nerc.ac.uk/collection/L35/current/MAN0097/,Sunburst Sensors,A US-based company that specialises in the design and manufacture of autonomous instruments that measure marine and freshwater inorganic carbon parameters pCO2 (partial pressure of carbon dioxide) and pH using patented drift-free technology. It was founded in 1999.
SDN:L35::MAN0242,http://vocab.nerc.ac.uk/collection/L35/current/MAN0242/,Marine Microsystems Ltd.,"Manufacturer and designer of marine equipment, known for the creation of a seabed classifier instrument, RoxAnn. Founded in 1987 and dissolved in 1999."
SDN:L35::MAN0179,http://vocab.nerc.ac.uk/collection/L35/current/MAN0179/,Remote Measurement and Research Co.,"A US-based company specialising in instruments for remote environments, particularly maritime applications. RMRCO provide special instrument design in additional to peripheral hardware for network installations."
SDN:L35::MAN0095,http://vocab.nerc.ac.uk/collection/L35/current/MAN0095/,R2Sonic,"A company specialising in the design of multibeam echosounders. The company was founded in Texas, USA in 2006."
SDN:L35::MAN0125,http://vocab.nerc.ac.uk/collection/L35/current/MAN0125/,Thales Group,"A french multinational company that designs and builds electrical systems, providing services for the aerospace, defence, security, and transportation industries. The company is headquartered in Paris, and was founded in 2000."
SDN:L35::MAN0164,http://vocab.nerc.ac.uk/collection/L35/current/MAN0164/,"Solar Light Company, Inc.","An American company that manufactures Precision Light Sources, Light Measurement Instrumentation, UV Transmittance Analysers, Meteorological Instrumentation, OEM Instrumentation, and over 135 different types of Sensors. They provide a wide array of services, including accelerated UV materials testing, NIST-traceable spectroradiometric analyses, reflectance and spectral transmittance testing, and calibrations for light meters and light sources. They were founded in 1967."
SDN:L35::MAN0161,http://vocab.nerc.ac.uk/collection/L35/current/MAN0161/,Honeywell Aerospace,"A commercial company that operates within the Honeywell International Inc. enterprise. It specialises in avionics, aircraft engines, flight management systems, and service solutions to manufacturers, airlines, airport operations, militaries, and space programs."
SDN:L35::MAN0059,http://vocab.nerc.ac.uk/collection/L35/current/MAN0059/,Metek,"Metek Meteorologische Messtechnik, Germany, offers a wide range of high-end meteorological instrumentation starting with a family of sonic anemometers and variants of versatile data loggers. Ground based remote sensing techniques provide profiles of wind, temperature, rain rate and cloud droplets in continuous unattended operation. The company was founded in 1989."
SDN:L35::MAN0278,http://vocab.nerc.ac.uk/collection/L35/current/MAN0278/,10x Genomics Inc.,A US biotechnology company founded in 2012 in Pleasanton California. 10x Genomics designs and manufactures gene sequencing technology with applications in scientific research.
SDN:L35::MAN0170,http://vocab.nerc.ac.uk/collection/L35/current/MAN0170/,NKE Instrumentation,"A french company that manufactures oceanographic loggers, multiparameter probes and autonomous monitoring stations that measure the physico-chemical parameters of fresh and sea water to monitor the environment and water quality. Founded in 1984."
SDN:L35::MAN0216,http://vocab.nerc.ac.uk/collection/L35/current/MAN0216/,Sensortechnik Meinsberg,"A developer and manufacturer of a wide range of electrochemical sensors for use in industry, water management and laboratory analysis. Sensortechnik Meinsberg GmbH emerged in 1990 from the production area of Meinsberg research institute which was founded in 1945. Nova Analytics took over Sensortechnik Meinsberg GmbH in 2006, which was then integrated into ITT Analytics in 2010. In 2011, the Fluid Technology division of the ITT Group, to which Sensortechnik Meinsberg GmbH belongs, became the independent, listed company Xylem. Since 2016, Sensortechnik Meinsberg operates as Xylem Analytics Germany Sales GmbH and Co. KG."
SDN:L35::MAN0220,http://vocab.nerc.ac.uk/collection/L35/current/MAN0220/,Observator Instruments,"Part of the Observator Group founded in the Netherlands in 1924, Observator Instruments is the US-based meteorological and hydrological division, responsible for the development of the Obsermet product line (anemometers, rain gauges, data loggers, displays, etc.). The division was founded in Santa Ana, California in 1985."
SDN:L35::MAN0231,http://vocab.nerc.ac.uk/collection/L35/current/MAN0231/,Aerosol Co.,"A developer and manufacturer of scientific instrumentation for monitoring carbonaceous aerosols in the air. It is based in Ljubljana, Slovenia and founded in 2007 by the company Magee Scientific."
SDN:L35::MAN0282,http://vocab.nerc.ac.uk/collection/L35/current/MAN0282/,Aquatic BioTechnology S.L.,"A Spanish company specialised in the design, development and manufacture of instruments and equipment for aquatic ecosystem research."
SDN:L35::MAN0212,http://vocab.nerc.ac.uk/collection/L35/current/MAN0212/,TriOS Mess- und Datentechnik GmbH,"A German company based in Rastede, originating in 1998 as a spin-off from the University of Oldenburg. TriOS specialises in the design and manufacture of instruments for radiometric and fluorometric water analysis."
SDN:L35::MAN0044,http://vocab.nerc.ac.uk/collection/L35/current/MAN0044/,Cefas,"The Centre for Environment, Fisheries and Aquaculture Science (Cefas) is a UK based centre for applied marine and freshwater science and research. It incorporates Cefas Technology Limited, a wholly owned subsidiary of Cefas that specialises in the in-house development and application of Cefas technology to meet the needs of customers in the public and private marine sector, both nationally and internationally."
SDN:L35::MAN0151,http://vocab.nerc.ac.uk/collection/L35/current/MAN0151/,iSiTEC GmbH,"A developer and manufacturer of measuring and analysis devices, simulation devices and automatic sampling systems. iSiTEC was founded in Bremerhaven in 1996."
SDN:L35::MAN0036,http://vocab.nerc.ac.uk/collection/L35/current/MAN0036/,McLane Research Laboratories,"A manufacturer of bio-geochemical/physical oceanographic sampling and profiling instruments, founded in 1983 in the United States of America."
SDN:L35::MAN0176,http://vocab.nerc.ac.uk/collection/L35/current/MAN0176/,Sercel,"A company that designs and manufactures high-tech solutions for subsurface exploration, structural monitoring, defence and underwater acoustics applications. Founded in 1956 under the name SMEG, Sercel took on its current name in 1962. Headquartered in Nantes (France), Sercel operates worldwide and employs more than 1500 people."
SDN:L35::MAN0232,http://vocab.nerc.ac.uk/collection/L35/current/MAN0232/,Ifremer,"The French Research Institute for Exploitation of the Sea, Ifremer is a marine research and technology institution based in Brest, France. Founded in 1984."
SDN:L35::MAN0132,http://vocab.nerc.ac.uk/collection/L35/current/MAN0132/,Anton Paar,"Austrian based Anton paar develops, produces and distributes laboratory instruments and process measuring systems, and provides custom-tailored automation and robotic solutions in the field of rheometry. Anton Paar GmbH is owned by the charitable Santner Foundation and was founded in 1932."
SDN:L35::MAN0143,http://vocab.nerc.ac.uk/collection/L35/current/MAN0143/,LEMI,"A developer and manufacturer of high quality electromagnetic (EM) sensors for the geophysical industry. Since its foundation in 2008, the company has transferred into a joint venture by Houston, Texas based KMS Technologies in the US."
SDN:L35::MAN0313,http://vocab.nerc.ac.uk/collection/L35/current/MAN0313/,Nu Instruments Ltd,"A UK company based in North Wales specialising in high-end mass spectrometers. Founded in 1995, the company joined AMETEK in July 2016 and became a business unit of the AMETEK Materials Analysis Division."
SDN:L35::MAN0031,http://vocab.nerc.ac.uk/collection/L35/current/MAN0031/,Olympus,"Olympus is a Japanese manufacturer of optical and digital precision technology for medical systems, digital cameras and scientific applications. It is a global corporation that was founded in 1919."
SDN:L35::MAN0187,http://vocab.nerc.ac.uk/collection/L35/current/MAN0187/,Sartorius AG,"The Sartorius group is an international pharmaceutical and laboratory equipment supplier, covering the segments of Bioprocess Solutions and Lab Products and Services. Founded in 1870 in Gottingen, Germany."
SDN:L35::MAN0193,http://vocab.nerc.ac.uk/collection/L35/current/MAN0193/,Thermco Products Inc.,"A US-based company specialising in high quality temperature instruments with a variety of medical and scientific applications. Thermco was founded in 2007 and is headquartered in Lafayette, New Jersey, United States."
SDN:L35::MAN0205,http://vocab.nerc.ac.uk/collection/L35/current/MAN0205/,"Becton, Dickinson and Company",A medical technology company that originated in the United States in 1897. It is also known as BD or Becton Dickinson.
SDN:L35::MAN0316,http://vocab.nerc.ac.uk/collection/L35/current/MAN0316/,WISE Group Automasjon and Data AS,"A leading provider of meteorological and oceanographic data systems. They specialise in designing, building, and installing Environmental Monitoring Systems (EMS) and Helideck Monitoring Systems (HMS) for offshore and marine applications. Their systems measure parameters like wind, temperature, barometric pressure, sea currents, and waves, ensuring safety and efficiency in demanding environments. Headquartered in Stavanger area, Norway, it was founded in 1991."
SDN:L35::MAN0265,http://vocab.nerc.ac.uk/collection/L35/current/MAN0265/,Remote Ocean Systems Inc.,"A US based manufacturer and designer of underwater video cameras, underwater lights, rugged pan and tilt units, and video inspection systems for oceanographic, military, and nuclear purposes. Founded in 1975."
SDN:L35::MAN0177,http://vocab.nerc.ac.uk/collection/L35/current/MAN0177/,"Seapoint Sensors, Inc.","Manufacturers of underwater optical sensors. The instruments are designed for in-situ measurements in fresh and salt waters including extreme of conditions, and for in-line industrial applications. Founded in 1994."
SDN:L35::MAN0099,http://vocab.nerc.ac.uk/collection/L35/current/MAN0099/,High Tech Inc.,"A company that specialises in manufacturing hydrophones and data acquisition instrumentation for use by the Navy and worldwide seismic community. High Tech products and systems have been selected to meet the stringent requirements of military applications including Anti-Submarine Warfare, Propulsion Noise Test Systems, Torpedo Testing, Marine Ambient Noise, Arctic Noise Monitoring and Surveillance. Founded and incorporated in the state of Mississippi in 1989."
SDN:L35::MAN0301,http://vocab.nerc.ac.uk/collection/L35/current/MAN0301/,Tekran Instruments Corporation,"A manufacturer of advanced systems for ambient air, laboratory analysis, and point-source mercury monitoring, with expertise in cold vapor atomic fluorescence detection for measuring ultra-trace levels of mercury. Tekran serves the needs of industry, government and research institutions with applications ranging from pure research to primary manufacturing. Founded in Toronto, Canada in 1989."
SDN:L35::MAN0147,http://vocab.nerc.ac.uk/collection/L35/current/MAN0147/,4-Deep Inwater Imaging,A Canadian based company that develops patented holographic technology to create microscopes for research and discovery.
SDN:L35::MAN0172,http://vocab.nerc.ac.uk/collection/L35/current/MAN0172/,Technicap,"A French company founded in 1963 that specialises in underwater sediment traps, ADCP structures, bottom mounted instruments, sampling bottles, frames and surface buoys."
SDN:L35::MAN0067,http://vocab.nerc.ac.uk/collection/L35/current/MAN0067/,"BioSonics, Inc.","A US-based company specialised in hydroacoustic technologies for monitoring and assessing aquatic resources. BioSonics was founded in 1978 in Seattle, Washington (USA) by Bill Acker, a former Professor of Engineering at the University of Washington. BioSonics instruments were first utilised by the local scientific community for fisheries research; today, its technologies serve a wide range of costumers worldwide for the monitoring of biological and physical features in any aquatic environment."
SDN:L35::MAN0076,http://vocab.nerc.ac.uk/collection/L35/current/MAN0076/,Analytical Sciences,"Analytical Sciences Ltd, based near Cheltenham, England, UK designs and manufactures laboratory instrumentation for the analysis and automated preparation and handling of liquid (aqueous) samples."
SDN:L35::MAN0079,http://vocab.nerc.ac.uk/collection/L35/current/MAN0079/,Topcon Positioning Systems,A company that specialises in developing global positioning products and technologies for geo-businesses and geospatial industries. It was founded in the 1980s in Japan.
SDN:L35::MAN0084,http://vocab.nerc.ac.uk/collection/L35/current/MAN0084/,Schott AG,"A company specialising in the manufacture of glass and glass-ceramics. It is headquartered in Mainz, Germany. Founded in founded in Jena, Germany in 1884."
SDN:L35::MAN0286,http://vocab.nerc.ac.uk/collection/L35/current/MAN0286/,Royal Netherlands Institute For Sea Research,"The national oceanographic institute and the Netherlands' centre of expertise for ocean, sea and coast. Areas of research include marine systems, the way they change, the role they play in climate and biodiversity, and how they may provide sustainable solutions to society in the future. NIOZ also maintains and operates a variety of seagoing equipment as part of their National Marine Facilities."
SDN:L35::MAN0296,http://vocab.nerc.ac.uk/collection/L35/current/MAN0296/,Dartcom Systems Ltd.,"A British company specialised in the development, manufacture and integration of weather satellite and remote sensing ground stations. Products include specialised software for data ingestion, processing and display."
SDN:L35::MAN0236,http://vocab.nerc.ac.uk/collection/L35/current/MAN0236/,Shipmate (Rauff & Sorensen A/S),"A Danish manufacturer founded in Stovring, Denmark in 1979, specialised in development and manufacturing of maritime communication and navigation equipment. Shipmate was acquired by Norwegian Simrad in 1994, after which all products were marketed under SIMRAD Shipmate. In 1996, SIMRAD was acquired by the large Norwegian Kongsberg group and then in 2005 went to Navico. Navico stopped all activities in Stovring in 2007."
SDN:L35::MAN0246,http://vocab.nerc.ac.uk/collection/L35/current/MAN0246/,ClearWater Sensors Ltd.,A UK based manufacturer and designer of marine sensors. They are specialised in in-situ water-quality measurement sensors. Founded in 2019.
SDN:L35::MAN0137,http://vocab.nerc.ac.uk/collection/L35/current/MAN0137/,ESE,"A company founded in 1971 in California, USA. ESE specialises in digital clocks and timers, digital multi-meters, digital frequency counters, and more recently GPS master clocks, with applications in a variety of fields, including the broadcast, communication and military industries."
SDN:L35::MAN0169,http://vocab.nerc.ac.uk/collection/L35/current/MAN0169/,"Tsk America, Inc.","A company that distributes professional equipment, such as drafting instruments, laboratory equipment, and scientific instruments. Founded in 1981."
SDN:L35::MAN0178,http://vocab.nerc.ac.uk/collection/L35/current/MAN0178/,Dr Haardt Optik Mikroelektronik,Manufacturers of underwater optical sensors.
SDN:L35::MAN0096,http://vocab.nerc.ac.uk/collection/L35/current/MAN0096/,Systems Engineering and Assessment Ltd.,"An engineering and software design company that provides a wide range of services for Government agencies, industry and academia, primarily in the defense, transport and energy sectors. Founded in 1969 in the UK."
SDN:L35::MAN0276,http://vocab.nerc.ac.uk/collection/L35/current/MAN0276/,E+E Elektronik Ges.m.b.H.,"An Austrian company specialised in the development and manufacture of sensors and calibration systems for a range of atmospheric parameters, and in providing calibration services from its accredited laboratory. The company was founded in 1979, and has since established offices worldwide."
SDN:L35::MAN0283,http://vocab.nerc.ac.uk/collection/L35/current/MAN0283/,C-Nav Positioning Solutions,"A US-based designer and manufacturer of global satellite positioning services, having delivered the first commercial Precise Point Positioning (PPP) service. It was later incorporated into C&C Technologies, which in 2015 was acquired by Oceaneering International Inc."
SDN:L35::MAN0289,http://vocab.nerc.ac.uk/collection/L35/current/MAN0289/,Point Grey,"A Canadian company founded in 1997, headquartered in Richmond, British Columbia. Point Grey specialises in the design and manufacturing of digital cameras for industrial, scientific, medical, traffic, and security applications."
SDN:L35::MAN0226,http://vocab.nerc.ac.uk/collection/L35/current/MAN0226/,Packard Bioscience,"A company that develops, manufactures and markets instruments and related consumables and services for use in drug discovery and other life sciences research, such as basic human disease research, genetic analysis and biotechnology. It was acquired by PerkinElmer in 2003."
SDN:L35::MAN0165,http://vocab.nerc.ac.uk/collection/L35/current/MAN0165/,Mors Environment,"A manufacturer of underwater acoustic systems (releases for heavy lift, transponders, and surface equipment) and oceanographic instrumentation (current meters, tide gauges, and sound velocimeters), the company provides technical and offshore support in these fields. The United Kingdom division of Mors Environment is Oceano Instruments."
SDN:L35::MAN0065,http://vocab.nerc.ac.uk/collection/L35/current/MAN0065/,Woods Hole Oceanographic Institution and Star Engineering,"A developmental collaboration between WHOI and Star Engineering Inc., a provider of Printed Circuit Board Assemblies, Cable Assemblies and Mechanical Box Build Assemblies."
SDN:L35::MAN0072,http://vocab.nerc.ac.uk/collection/L35/current/MAN0072/,ASL Environmental Sciences,"A Canadian company providing oceanographic, acoustic, remote sensing and ice research products, equipment leasing, and scientific consulting services."
SDN:L35::MAN0200,http://vocab.nerc.ac.uk/collection/L35/current/MAN0200/,LI-COR Biosciences,LI-COR develops environmental and biotechnology products. It was founded in 1971. It was previously called Lambda Instruments Corporation. It was acquired by Battery Ventures in 2021.
SDN:L35::MAN0039,http://vocab.nerc.ac.uk/collection/L35/current/MAN0039/,Scripps Institution of Oceanography,"An academic institution located at the University of California, San Diego. It specialises in the biological, physical, chemical, geological, geophysical and climate studies of the oceans and earth. It was originally founded in 1903 as the Marine Biological Association of San Diego, before it was merged with the University in California in 1912 (Scripps Institution for Biological Research). It changed its name to the Scripps Institution of Oceanography in 1925. It maintains several oceanographic research vessels including the RV Roger Revelle."
SDN:L35::MAN0063,http://vocab.nerc.ac.uk/collection/L35/current/MAN0063/,Lockheed Martin Sippican,"A subsidiary company of Lockheed Martin that was formed in 2004 from a merger between Lockheed Martin and Sippican Holdings Inc. It specialises in oceanographic and meteorological instrumentation, underwater vehicles, countermeasure, sea-air, and data acquisition systems."
SDN:L35::MAN0155,http://vocab.nerc.ac.uk/collection/L35/current/MAN0155/,Krohne,An instrument manufacturing company that specialises in industrial process measurement. It was founded in 1921 by Ludwig Krohn as LUDWIG KROHNE and SOHN.
SDN:L35::MAN0051,http://vocab.nerc.ac.uk/collection/L35/current/MAN0051/,Aquatec Group,"A British manufacturing company founded in 1990 that specialises in the measurement of oceanographic and process parameters including temperature, depth, turbidity, suspended sediment, motion, orientation, cathodic protection, subsea leaks and marine mammal activity, as well as through and above water data communication systems. Other areas of expertise include consultancy, systems integration and real time monitoring systems. The company is headquartered in Basingstoke."
SDN:L35::MAN0207,http://vocab.nerc.ac.uk/collection/L35/current/MAN0207/,InnovaSea Systems Inc.,"A US-based company with offices worldwide, specialising in the design, manufacture and distribution of tracking and telemetry systems for use in aquatic ecosystems. Founded in 2014, InnovaSea acquired Vemco and HTI in 2019."
SDN:L35::MAN0101,http://vocab.nerc.ac.uk/collection/L35/current/MAN0101/,AMT Analysenmesstechnik GmbH,"A manufacturing company based in Germany that was founded in April 2004. It is a manufacturer of electrochemical measuring and calibration devices for the use in laboratories, industrial applications, research and development and for environmental monitoring in natural waters."
SDN:L35::MAN0260,http://vocab.nerc.ac.uk/collection/L35/current/MAN0260/,Canon,"A Japanese multinational corporation headquartered in Ota, Tokyo, specialising in the production of optical, imaging and industrial products, such as lenses, cameras, medical equipment, scanners, printers, and semiconductor manufacturing equipment. Founded in 1933."
SDN:L35::MAN0233,http://vocab.nerc.ac.uk/collection/L35/current/MAN0233/,ICES,"The International Coucil for Exploration of the Sea is a regional fishery advisory body and the world's oldest intergovernmental science organisation. ICES is headquartered in Copenhagen, Denmark, where its multinational secretariat staff of 51 provide scientific, administrative and secretarial support to the ICES community. It was established in 1902 in Copenhagen."
SDN:L35::MAN0111,http://vocab.nerc.ac.uk/collection/L35/current/MAN0111/,Ocean Ecology,"A UK based company specialising in marine surveys, data analysis and consultancy. They also offer marine survey equipment for hire covering a wide spectrum of offshore marine, coastal and aerial applications. Founded in 2013."
SDN:L35::MAN0131,http://vocab.nerc.ac.uk/collection/L35/current/MAN0131/,CPS (Cilas),A US based based company providing particle sizer instruments to scientific laboratories. Cilas now longer trades but CPS US now provide support for Cilas instruments.
SDN:L35::MAN0142,http://vocab.nerc.ac.uk/collection/L35/current/MAN0142/,Kistler,"A manufactuer of dynamic pressure, force, torque and acceleration technology for industry and scientific research. Their headquarters are based in Switzerland, but have other locations globally. Founded in the 1960s."
SDN:L35::MAN0208,http://vocab.nerc.ac.uk/collection/L35/current/MAN0208/,Carlo Erba,"A company that manufactured elemental analysers. Now CE Instruments, part of ThermoFisher."
SDN:L35::MAN0186,http://vocab.nerc.ac.uk/collection/L35/current/MAN0186/,Coastal Environmental Systems,"Coastal Environmental Systems was a designer and manufacturer of weather station hardware and software used in applications such as aviation weather, hazardous materials, transportation, and military. It was founded in 1981 and acquired by Campbell Scientific in 2016."
SDN:L35::MAN0029,http://vocab.nerc.ac.uk/collection/L35/current/MAN0029/,Leica Microsystems,"Founded in 1997, Leica Microsystems GmbH is a manufacturer of optical microscopic equipment. It is a successor company of Ernst Leitz that was founded in Germany in 1869."
SDN:L35::MAN0134,http://vocab.nerc.ac.uk/collection/L35/current/MAN0134/,SKIPPER Electronics AS,"A Norwegian manufacturer of navigation echosounders, speed logs and echosounders for merchant, fishing and navy purposes. The company was established in 1973 and is situated in Oslo."
SDN:L35::MAN0204,http://vocab.nerc.ac.uk/collection/L35/current/MAN0204/,Sofar Ocean Technologies,"A manufacturer of ocean sensing and exploration tools for ocean enthusiasts, industry, and conservation. The company was founded in 2016 and is based in San Francisco, California, United States."
SDN:L35::MAN0249,http://vocab.nerc.ac.uk/collection/L35/current/MAN0249/,Qiagen,"QIAGEN (formerly Diagen) offer molecular testing solutions, from DNA, RNA, and protein extraction from biological samples, to testing technologies targeting single or multiple molecular variants, and software to analyse and interpret molecular data to deliver valuable insights. With headquarters in Dusseldorf, Germany it was founded in 1984."
SDN:L35::MAN0267,http://vocab.nerc.ac.uk/collection/L35/current/MAN0267/,Sony Corporation,"A Japanese company founded as Tokyo Telecommunications Engineering Corporation in 1946, and renamed as Sony Corporation in 1958. Sony is headquartered in Tokyo - Japan and designs and manufactures a wide range of products from audio and visual recording and reproducing devices, to computers and robotics."
SDN:L35::MAN0206,http://vocab.nerc.ac.uk/collection/L35/current/MAN0206/,"Precision Measurement Engineering, Inc.","A designer and manufacturer of reliable and accurate water monitoring systems and instruments for oceanographic and limnologic use, including instruments for high resolution measurement of electrical conductivity, temperature, dissolved oxygen, pressure, fluorescence, and PAR concentration in water. Founded in 1982."
SDN:L35::MAN0290,http://vocab.nerc.ac.uk/collection/L35/current/MAN0290/,Keller America Inc.,"A US-based subsidary of Keller Pressure, based in Newport News, Virginia. Keller America specialises in the design and manufacturing of pressure sensors."
SDN:L35::MAN0243,http://vocab.nerc.ac.uk/collection/L35/current/MAN0243/,Allied Vision Technologies,"A supplier and manufacturer of camera technology and image capture solutions for industrial inspection, medical and scientific imaging, traffic monitoring, among other applications. Founded in 1989 in Stadtroda, Germany, it is a subsidiary of TKH Technologie Deutschland AG."
SDN:L35::MAN0088,http://vocab.nerc.ac.uk/collection/L35/current/MAN0088/,Star-Oddi,"An Icelandic company founded in 1985, responsible for the manufacture of miniature sensors and data loggers used in aquatic research.An Icelandic company founded in 1985, responsible for the manufacture of miniature sensors and data loggers used in aquatic research."
SDN:L35::MAN0171,http://vocab.nerc.ac.uk/collection/L35/current/MAN0171/,Wildlife Acoustics,"A company that specialises in bioacoustics monitoring technologies for scientists, researchers, and government agencies internationally. The company was founded by Ian Agranat in 2003."
SDN:L35::MAN0073,http://vocab.nerc.ac.uk/collection/L35/current/MAN0073/,Carl Zeiss AG,"Carl Zeiss AG, branded as ZEISS, is a German manufacturer of optical systems and optoelectronics, founded in Jena, Germany in 1846 by optician Carl Zeiss. ZEISS Group develops, produces and distributes measuring technology, microscopes, medical technology, eyeglass lenses, camera and cinema lenses, binoculars and semiconductor manufacturing equipment."
SDN:L35::MAN0271,http://vocab.nerc.ac.uk/collection/L35/current/MAN0271/,UWITEC GmbH,"A family business based in Tiefgraben, Austria, specialised in the manufacture and distribution of sediment and water sampling equipment. The company was started by Richard Niederreiter in 1991, and taken over by his sons Daniel and Martin Niederreiter in 2020."
SDN:L35::MAN0074,http://vocab.nerc.ac.uk/collection/L35/current/MAN0074/,EdgeTech Ltd.,"EdgeTech is a manufacturer of underwater technology solutions. Its products include: side scan sonars, sub-bottom profilers, bathymetry systems, AUV and ROV-based sonar systems, combined and customized solutions. In addition to the full line of underwater survey products, EdgeTech provides reliable USBL systems, transponder beacons, deep sea acoustic releases, shallow water and long life acoustic releases, MRUs and customized underwater acoustic command and control systems. The company traces its history back to 1965 when it started out as a division of EG&G Marine Instruments. In 1995, EdgeTech became a private company. In 2012 ORE Offshore, a leading provider of acoustic releases, transponders and USBL systems, adopted the EdgeTech name after over ten years operating as an affiliate organization within the company. The company also has a comprehensive suite of in-house testing facilities including test pools, acoustic test tanks, pressure test chambers and two company research vessels used for testing and sea trials. These facilities allow the companies to fully test and calibrate every system."
SDN:L35::MAN0235,http://vocab.nerc.ac.uk/collection/L35/current/MAN0235/,Navstar S.A.,A Swiss sales distributor owned by Polytechnic Marine. Polytechnic Marine were a small company owned by a UK military electronics company called Smiths PLC. Navstar S.A. appears to have been dissolved in 2008.
SDN:L35::MAN0241,http://vocab.nerc.ac.uk/collection/L35/current/MAN0241/,Atlas Hydrographic GmbH,"Manufacturer of survey echosounders, radar and radio navigation equipment, and provider of integrated hydrographic and oceanographic system solutions. Was founded in 2003. Acquired by Teledyne Reson in 2014."
SDN:L35::MAN0156,http://vocab.nerc.ac.uk/collection/L35/current/MAN0156/,Marine Magnetics,A Canadian company that specialises in magnetic sensors for marine environments that was founded in 1998.
SDN:L35::MAN0136,http://vocab.nerc.ac.uk/collection/L35/current/MAN0136/,OMEGA Engineering Inc.,"An international engineering company based in Connecticut, USA, founded in 1962. The company specialises in instrumentation, primarily for the measurement of temperature, pressure, humidity, and flow and level. In addition to this the company designs and manufactures data loggers and recorders."
SDN:L35::MAN0056,http://vocab.nerc.ac.uk/collection/L35/current/MAN0056/,University of Minnesota,"A University based in Minneapolis, Minnesota, USA. Founded in 1851."
SDN:L35::MAN0069,http://vocab.nerc.ac.uk/collection/L35/current/MAN0069/,Custom-made,"The instrument, sensor or device has been developed and/or manufactured using bespoke materials and/or designs and is not traceable to a specific manufacturer or organisation."
SDN:L35::MAN0098,http://vocab.nerc.ac.uk/collection/L35/current/MAN0098/,Turo Technology,A Tasmanian-based company providing specialised oceanographic and water quality instrumentation. It was founded in 1991.
SDN:L35::MAN0288,http://vocab.nerc.ac.uk/collection/L35/current/MAN0288/,Z3 Technology,"USA-based manufacturer of video encoding and IP camera systems. Headquartered in Lincoln, Nebraska with engineering offices in Chicago, Illinois. Founded in 2008."
SDN:L35::MAN0298,http://vocab.nerc.ac.uk/collection/L35/current/MAN0298/,Gems Sensors and Controls,"Gems designs and manufactures a broad portfolio of liquid level, flow switches and pressure switches, sensors and transducers, miniature solenoid valves, and pre-assembled fluidic systems. Founded in 1955, Gems Sensors is a division of Fortive Corporation."
SDN:L35::MAN0211,http://vocab.nerc.ac.uk/collection/L35/current/MAN0211/,Systea S.p.A. Analytical Technologies,"An Italian-based company that develops, manufactures and sells automatic wet chemistry analysers for environmental and industrial markets. Founded in 1988, the company has additional offices in China, India and Germany."
SDN:L35::MAN0224,http://vocab.nerc.ac.uk/collection/L35/current/MAN0224/,Plankton Analytics,A UK-based company specialising in the production of high-speed imaging and analysis instruments that photograph plankton in the size range 100 micron to 20 mm in water.
SDN:L35::MAN0238,http://vocab.nerc.ac.uk/collection/L35/current/MAN0238/,Mettler Toledo Inc.,"A global company, headquartered in Greifensee, Switzerland that manufactures precision instruments for use in laboratory, industrial, and food retailing applications. Founded as Mettler Toledo Inc. in 1992."
SDN:L35::MAN0038,http://vocab.nerc.ac.uk/collection/L35/current/MAN0038/,Rotronic AG,"A global company that is a brand of the Processing Sensing Technologies (PST) group. It develops and manufactures solutions for measuring and monitoring relative humidity, temperature, CO2, differential pressure, pressure, flow, dew point and water activity. It was founded in 1965 and is headquartered in Switzerland."
SDN:L35::MAN0064,http://vocab.nerc.ac.uk/collection/L35/current/MAN0064/,Woods Hole Oceanographic Institution,A US-based marine research and engineering institution founded in 1930.
SDN:L35::MAN0273,http://vocab.nerc.ac.uk/collection/L35/current/MAN0273/,Wallac,"An instruments manufacturer for thermal technology, civil engineering and diagnostic screening systems. It was founded in 1950 in Finland as Wallac Oy. It became part of PerkinElmer."
